avg_payment_delay,payment_ratio,prior_contact_rate,rpc_label
7.18103816960771,0.6820367539572625,0.2955222680834446,1
4.483394190646763,0.44033474525753563,0.7049402855775289,1
4.146850753112861,0.2796767362457713,0.7779602103007742,1
4.146906882995402,0.7684103682132051,0.07927625769806641,1
13.949143236691953,0.5678623120049857,0.07647940616199918,0
8.600118692892666,0.33981913106712086,0.0626003994853555,1
3.393234005222697,0.5911924920301124,0.24859758124191678,1
7.4094434202936394,0.7498682830081246,0.3037274004584937,0
5.996880792193941,0.7805153685785319,0.47435585751598514,0
0.6477448304717562,0.739778240478453,0.2262211768842786,1
2.0137268480631185,0.5608937207706389,0.3571438044818926,0
6.31849691204449,0.8188864299463805,0.21471392183423224,1
13.095530602450586,0.6959133541239635,0.1948028659003957,1
4.1755565548774385,0.5247515620115162,0.3912540178648416,0
3.174082317162911,0.47657820161121583,0.25594639093035776,1
5.442022624416497,0.7392586362926145,0.29888138512419865,1
3.0158534421542926,0.873793653222723,0.3995808942248398,1
3.9532241434175655,0.8187338169118611,0.1767364719613784,1
4.947907436820794,0.7326444504060496,0.0770723871589893,0
1.9204119145316505,0.8266773982704295,0.3825249518683906,0
8.910180282639418,1.0,0.3529269753101079,1
1.6055443388371202,0.7575670696794787,0.16657185790322077,1
1.4183803315040202,0.7314848278707339,0.3786047878515227,1
5.801851253664404,0.8089209879757326,0.1364363355974419,0
8.440061423937152,0.850063114672104,0.18016084305522104,1
5.693506723071211,0.43282301922806055,0.1301350522426617,0
4.565337531253802,0.7354244610587951,0.16586865827614156,1
3.9221443049504225,0.9007737245182035,0.29538708675339376,0
3.4197294920599512,1.0,0.06630222704225507,1
10.313397901558348,0.7040375416036463,0.18769226314593046,0
6.363131818169766,0.6091455719254467,0.38866827045084157,1
3.6519564409759626,0.7329937438910546,0.1837030377168515,1
2.8098195879346717,0.5712167403180914,0.44037600811155003,1
7.762856870123621,1.0,0.500864754445615,1
10.150325020206653,0.7961738056337289,0.003007071902184816,1
9.543629345408666,0.6894837091802715,0.136245897454562,1
2.403141144634041,0.922715125240562,0.33897791473151473,1
3.895493403862873,0.4693160712516026,0.13993884648350421,0
3.3643049025602956,0.2856061775824196,0.3357928963373601,1
4.3148643473579655,0.7843422925200972,0.6680518801231609,1
8.853265570089768,0.9147950236530248,0.17630803555469882,0
12.306787371621631,0.6715391808601799,0.0630526026839646,1
6.535461420925496,0.5641769641590013,0.3158870366513961,0
2.8945338692766516,0.5086394238792464,0.05300608008360236,0
4.862525894666712,0.4531049124863089,0.539790223752623,1
13.837618605220754,0.8330344233639636,0.1731244143703706,1
5.3447658046615585,0.863591756815484,0.11938079528113608,1
3.9290541077267314,0.883618406302886,0.10554552517791596,0
4.196557835403835,0.7014539666688641,0.13894391463733916,0
6.514540092144037,0.46878567387000014,0.2611808169343357,0
2.476895203515788,0.5570182162016412,0.4557583366656772,0
3.2975913543700877,0.8197283727588082,0.7057029701915185,1
9.449317180722751,0.4925390899772806,0.27100464898073606,0
